adam.bmp,Adam,TDM,144,46,"TDM sez: ""The inspiration for this picture was Frankenstein. I thought it would be interesting to put together a composite of various monsters. But Frankenstein wasn't contemporary enough, and his body parts were human. One of the story lines in ""Buffy the Vampire Slayer"" is a monster named Adam. He was created from body parts from various demons, therefore my creation became Adam.  I knew which monster I wanted as my base, Super Duper Zombie. Then I decided what other monsters I wanted to use for parts. I think you'll recognize most of them, but I want to make clear that half of the face is NOT Bouapha it's his evil clone. And the no heart symbol is supposed to represent that the monster neither literally or figuratively has a heart. This took considerable time to do because I had to cut, resize, paste, and touch-up each new part I added to the monster."""
alien_taxi.bmp,Off To Work,Hamumu,122,58,"I like to draw aliens, I think.  This one is on his way to work.  Doesn't this totally look like a Commander Mark picture with all the angles?  Ah... if only you knew what I was talking about.  You'd laugh!  You ever notice how aliens always use a lot of triangles?  Me too."
bath.bmp,Morning Ritual,TDM,147,46,"TDM sez: ""Various people have asked questions like: ""Where does Bouapha live?"", ""Does he have a sister?"". So I thought it would be fun to create an environment that we're all familiar with, getting ready in the morning.  I copied Bouapha and retouched him. Did you notice the butterfly tattoo? The sink and commode are clip-art. I copied the boots, pants, and shirt; and placed them around on the floor where he also drops his towels! He's kind of a slob!  This picture was complicated because he was standing at an angle looking into the mirror, so it took me around 10 hours to put it together."""
beefy_carrot.bmp,Beefy Carrot,Hamumu,122,54,"Most of my doodles, I don't know what I'm doing until I'm about half done.  This one seems to be a heavily armed pink bunny.  The pinkness (and all the other colors) are courtesy of Sol Hunt, who colored this picture.  I rarely color things, I can't stay in the lines.  For some reason, this mighty weapon is called the Beefy Carrot.  It sounded right."
berthagal.bmp,"Bertha, The Dr. Lunatic Gal",Lisa Dash,150,46,"One of the Dr. Lunatic art contest entries was this!  And many more pictures like it.  Lisa Dash poses here as Bertha, the Dr. Lunatic Gal.  She thought it was biased that Bouapha was the hero and had no female counterpart.  Guess she hasn't heard of Bouaphetta!"
blimp.bmp,Das Blimp,Hamumu,122,50,"I often doodle sharp angles and various curves.  Then I just sorta put them together to make what they seem to suggest.  Here, that was a high tech blimp.  Not much else to it!"
bumpersticker.bmp,Bumper Sticker,Lisa Dash,144,49,"This is another of Lisa Dash's entries in the Dr. Lunatic art contest.  It's a design for a bumper sticker.  And it's a funny one!  She won the Grand Prize with this entry, because it was just our favorite overall."
cookies.bmp,Lunatic Cookies,Lisa Dash,147,49,Lisa Dash submitted this to the Dr. Lunatic art contest (one of many entries of hers!).  It's cookies!
crabby_patty.bmp,Crabby Patty Concept,Hamumu,103,48,"This was the original design concept for the undersea boss, Crabby Patty.  Not quite how she turned out.  The coloring was done after the fact, on the computer, by Sol Hunt.  All my concept drawings (on the rare occasions I actually do any!) are always just pencil or pen on paper."
cross_stitch.bmp,Bouapha Cross-Stitch,Lisa Dash,150,49,"This is a cross-stitch pattern submitted for the Dr. Lunatic Art Contest by Lisa Dash.  There's more to it - like any cross-stitch pattern, it includes references for which thread colors to use and all, but you can get the gist here, and it's not like you could stitch it right on your monitor!"
crumble.bmp,Get Ready To Crumble,SpiderPumpkin,144,52,"An entry in the Dr. Lunatic art contest, by Spiderpumpkin.  Pretty self-explanatory, but funny.  We really wanted to give Spiderpumpkin a prize for this entry and his other one, but he was just edged out by a different competitor.  We felt bad, because they're both awesome!"
dance.bmp,Lord Of The Dance,TDM,147,52,"TDM sez: ""The inspiration for this picture is the fact that I like ballet. We see Bouapha out and about working ever so hard at saving his world by defeating various monsters, so I thought it might be nice to see a more whimsical side of him dancing in a flowered meadow with garland on his head and a tutu!  I copied Bouapha, did some cutting, pasting, and drawing to get the pose I wanted. I created the rest of the picture myself, except for the butterflies. It took me a couple of hours to complete it."""
dozer.bmp,Dozer The Dozerian Concept,Hamumu,107,48,"This is the concept design for Dozer The Dozerian.  As you can see, he turned out just about as advertised!  There's also notes on here about how his weapons function - the series of circles in front of him is the spread pattern of his energy grenades.  The hard-to-read text discusses how his machine gun fires (though in the final version, the machine gun is not present until you destroy his arms)."
drummer.bmp,Drummer Boy,Hamumu,127,50,"We were lounging around watching TV, and I asked for something to draw, and Sol Hunt told me to draw a drummer boy.  This is the result!"
eviltree.bmp,Terror Tree,Hamumu,106,45,"This is a detailed rendering of a Terror Tree from Loonyland.  It was created for making the CD graphics (and scaled down to show you here!).  The red glow effect is actually done with a series of spotlights, but also a pair of semi-transparent spheres which spin around, making that black and red color appear to be swirling.  It's actually more spinning than swirling though."
fishbowl.bmp,"Behold, Fish",Hamumu,122,62,"I was trying abnormally fat fish one day, and expanded one into this much more extensive picture.  Sol Hunt did the coloring, with colored pencil, though it looks better in person - reducing the colors on the computer resulted in the strangely grey finger.  This picture is inspired by Michelangelo's Sistine Chapel ceiling!"
happytime_friends.bmp,Happy Time Friends,Hamumu,122,66,"This is a great example of what happens when I doodle (the sharp text was done on the computer afterwards - it replaces handwritten text that was too faded too read).  Although this is funnier than usual, it's still typical: a bunch of little critters of various sorts (mostly created by starting with a random pencil line - several of which remained random pencil lines thereafter too!), and one large picture which gradually took shape and developed a theme of its own.  I think it's a funny theme.  On his chest it says ""Happy Time Friends"" circled around a smiley face.  Call them up for your next party!  Also, what's up with that PillBoy?"
haunted.bmp,Haunted House,Hamumu,122,69,"A picture of a haunted house I drew, and Sol Hunt colored.  Not that haunted-looking, really.  But at least it's in disrepair."
hitchhiker.bmp,The Hitchhiker,TDM,150,52,"TDM sez: ""I'm not sure what inspired me for this picture - it just sort of popped into my head.  I used one of the frames from the desert movie. I added the cacti, the road, the setting sun, created the hitchhiking thumb/arm, and created the where-to sign. I originally wanted a car with a couple of zombies cruising down the highway, but that was a little more than I was capable of drawing. Besides I thought it might make the picture too busy.  This took me several hours to complete."""
kidloony.bmp,Kid Loony,Hamumu,103,45,"Dr. Lunatic as a young kid, with a slingshot... from Loonyland!  This is actually the picture used on the Loonyland CD (composited with a ton of other things), that's why he looks so scared... an army of monsters is coming right at him!"
lion.bmp,L Is For Lion,Hamumu,119,69,"A lion.  Drawn in Paint Shop Pro, for a little alphabet game for my nephew.  As of this writing, however, the game is unfinished.  Sounds like Hamumu to me!"
lisacharas.bmp,Lisa's Characters,Lisa Dash,144,55,"These are an assortment of proposed characters for Dr. Lunatic, by Lisa Dash.  She says she thinks they're appropriate for this day and age.  I guess so!"
mailboxer.bmp,Mailboxer Concept,Hamumu,111,48,"This is the concept design for the Mailboxer monster.  Pretty close to how he actually turned out, though I did ditch the little shoes on the bottom.  I think that was probably wise, and not just laziness.  He looks very diabolical peeking out of that slot."
